Codigo;Razon Social;Sucursal;Direccion Fiscal;Nro de RIF;Persona Contacto;Telefono;Direccion de Recolecta;Estatus;Email;Tarifa;Mod. Pago;F. Ult. Guia;
GN2147;MARIA EUGENIA DELPANI ALZUAJE;CCS;N/A;V-5.543.263;N/A;02127315962/ 0414-3347551;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2153;JOSE GREGORIO ESTRELLA;CCS;N/A;V-12.398.791;N/A;0212-501.7863/0412-224.778;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2157;CHRISTIAN ALONSO CALDERON HUAMAN;CCS;N/A;V-13.339.859;N/A;0212-9559811 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN216;MORELA NODA C.;CCS;N/A;V-11.030.535;N/A;0212-5321033 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2160;ROBERTO MANUEL UZCATEGUI;CCS;N/A;V-16.444.161;N/A;0274-244.7610/0414-605.837;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2177;CARLOS CONTRERAS;CCS;N/A;V-18.277.849;N/A;0412-6315432;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2180;MIGUEL ANGEL GASCON;CCS;N/A;V-6.241.695;N/A;0212-313726;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2181;EDER SOTO;CCS;N/A;V-16.300.690;N/A;0412-8004092;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2184;CLEYNER JOSE UZCATEGUI;CCS;N/A;V-12.798.061;N/A;0281-2868302/ 0416-3817905;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2192;CARLOS SALAZAR SILVA;CCS;N/A;V-18.514.746;N/A;0212-5743974 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2197;OSCAR EFRAIN WAGNER RIVAS;CCS;N/A;V-6.966.437;N/A;0212-6909237 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2198;MIGUEL ANGEL GASCON AGUILERA;CCS;N/A;V-6.241.695;N/A;0212-7313726 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2200;JAIRO ALEXANDER HERNANDEZ;CCS;N/A;V-13.978.312;N/A;0424-1258910 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2206;VICTOR DANIEL MATA;CCS;N/A;V-14.855.627;N/A;0286-9632604/ 0424-9231715;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2209;JUAN MANUEL DA SILVA;CCS;N/A;V-10.510.654;N/A;0212-416.2100;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2210;MARIA ELENA  PEÑA;CCS;N/A;V-14.287.479;N/A;0212-4834517;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2211;JAHN CARLO SALAZAR;CCS;N/A;V-12.668.249;N/A;0212-871.8239/0414-398.762;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2213;MARBELY MENDEZ CUEVAS;CCS;N/A;V-11.558.676;N/A;0416-7138069;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2217;MIGUEL ENRIQUE CORREA;CCS;N/A;V-3.959.477;N/A;0212-4420967/ 0414-3029977;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2219;RICARDO DOS SANTOS;CCS;N/A;E-82.065.359;N/A;0416-7165895;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2220;ALEXANDER OVIEDO;CCS;N/A;V-15.011.728;N/A;0414-690.0479;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2222;CARLOS EDUARDO PEÑA VILLEGAS;CCS;N/A;V-14.298.448;N/A;0212-2095594;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2232;EDGAR MARCEL;CCS;N/A;V-16.300.746;N/A;0212-5754548 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2233;CARLOS PARRA;CCS;N/A;V-12.845.757;N/A;0261-7912610;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2237;YONSIL RAFAEL SANCHEZ;CCS;N/A;V-13.887.121;N/A;0212-237.3752/0416-613.692;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2242;JEAN CARLO TORRES;CCS;N/A;V-13.112.687;N/A;0414-405.8981;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2244;XIOMARA LEON;CCS;N/A;V-5.894.327;N/A;0412-9383501;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2246;GREGORY AGUSTIN MARQUEZ CABELLO;CCS;N/A;V-12.503.765;N/A;0281-305.20.51;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2248;LUIS M. BUSTILLOS F.;CCS;N/A;V-15.515.315;N/A;0281-4451717/ 0414-8117919;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2256;EDUARD JOSE TORRE ESCORCHE;CCS;N/A;V-10.734.858;N/A;0241-6135749;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2260;ALEXANDER MANUEL NAVARRO ROMERO;CCS;N/A;V-10.865.730;N/A;0212-6627473 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2263;MANUEL ANGEL SILVA;CCS;N/A;V-9.233.649;N/A;0212-362.3187/0412-900.806;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2264;CRISTIAN ERNESTO BELLO MAZZETTI;CCS;N/A;V-19.003.407;N/A;0244-3862025 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2269;FELIPE RODRIGUEZ;CCS;N/A;V-15.178.161;N/A;0212-3811196;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2271;JUAN ARMANDO REBOREDO;CCS;N/A;E-81.535.385;N/A;0212-976.0948/0412-612.055;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2276;MAGDYEL VIZCAINO CARRASCO;CCS;N/A;V-13.379.869;N/A;0412-2374595;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2280;CARLOS RAMON CARRERO SILVA;CCS;N/A;V-18.797372;N/A;0274-2715227;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-02-11;
GN2282;LENING RAMON;CCS;N/A;V-17.693.673;N/A;0212-4312214/ 0416-5347082;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2286;RICARDO JOSE VERA ROJAS;CCS;N/A;V-14.679.571;N/A;0212-4619563 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2288;LUIS ABRAHAM BAUTISTA;CCS;N/A;V-16.725.358;N/A;0212-3935733/0412-553.3722;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2296;CAROLINA BECHARA AMENGUAL;CCS;N/A;V-13.944.126;N/A;0212-2340570;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2311;CARLOS HERNANDEZ;VLN;N/A;15.398.675;N/A;0241-8432268;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-02-12;
GN2313;RODNEY EDUARDO RODRIGUEZ ACOSTA;CCS;N/A;V-16.820.734;N/A;0212-3443515/ 0416-7270108;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2318;BACHAR KOBROSLY;CCS;N/A;V-8.252.001;N/A;0281-2771187/ 0416-6803782;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2319;LUIS EDUARDO MONTILLA GALLARDO;CCS;N/A;V-16.176.078;N/A;0291-641.81.27 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2320;MARLYNE ELAINES JAIMES LUGO;CCS;N/A;V-16.411.506;N/A;0212-6815786 /0416-8427689;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2324;JOSE GREGORIO VIÑA GONZALEZ;CCS;N/A;V-12.393.057;N/A;0212-8826286 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2325;KATIUSKA DEL CARMEN ZAMBRANO CAMERO;CCS;N/A; V-12.097.094;N/A;0412-2248997/ 0416-4180644;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2327;EDWUIN  TERAN;CCS;N/A;V-18.701.850;N/A;0412-4198040;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2333;SAMUEL ANTONIO SOTOMAYOR MARQUEZ;CCS;N/A;V-14.159.758;N/A;0251-4419482 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2337;PAMELA FERNANDEZ;CCS;N/A;V-22.014.755;N/A;0212-9666944 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2343;MARCOS ARGENIS PINEDA MORENO;CCS;N/A;V-15.306.892;N/A;0251-2334821 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2347;NELSON ENRIQUE HERNANDEZ GALICIA;CCS;N/A;V-10.829.589;N/A;0212-4512438 /0416-7189669;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2348;JOSE RAUSSEO SUNIAGA;CCS;N/A;E-84.462.209;N/A;0291-3163171 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2350;ENRIQUE JORGE RODRIGUEZ;CCS;N/A;V-17.348.520;N/A;0414-1282215;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2353;EMILIA JOSE ROJAS;CCS;N/A;V-15.707.673;N/A;0414-8145610;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2354;ARMANDO PARADISO;CCS;N/A;V-13.336.745;N/A;0414-8772307;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2358;MARIA EUGENIA BETANCOURT PADRON;CCS;N/A;V-10.289.203;N/A;0212-9875920 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-02-10;
GN2363;DIANA PERRINO RONDON;CCS;N/A;V-17.732.676;N/A;0281-2660671 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2364;MOISES ALFONZO;CCS;N/A;V-7.122.690;N/A;0412-8082324;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2366;FERNANDO ALFONSO RIOS MORILLO;CCS;N/A;V-18.624.258;N/A;0261-3229202/ 0416-6176414;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2375;JOSE MANUEL CASTILLO VASQUEZ;CCS;N/A;V-12.625.672;N/A;0241-8233846;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2378;NEIRA YAMILET LUNAR MARTINEZ;CCS;N/A;V-17.237.042;N/A;0281-3178058 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2379;ANDRES AUGUSTO  FREITES MANZZETTI;CCS;N/A;V-15.037.635;N/A;0416-7296159;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2395;ELIO RAMOS;CCS;N/A;V-6.047.571;N/A;0212-363.6223;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2396;OSCAR ALEXANDER CASTRO SALAS;CCS;N/A;V-15.166.816;N/A;0212-4424352;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2398;ALVARO MONTILLA;CCS;N/A;V-15.054.066;N/A;0412-4523363;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2399;DEMIS ALBERTO CASTILLO HENRIQUE;CCS;N/A;V-13.547.996;N/A;0416-6443310;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2402;RUBEN DARIO MUÑOZ;CCS;N/A;V-11.041283;N/A;0414-0288883;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2405;CARMEN YASMIN LINARES;CCS;N/A;V-12.499.478;N/A;0212-361.3956;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2427;EVA MORALES;CCS;N/A;V-14.689.084;N/A;0212-905.7024;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2428;JUAN JOSE SANTAMARIA;CCS;N/A;V-10.541.830;N/A;0212-9057024;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2433;JUAN CARLOS REQUENA;CCS;N/A;V-12.782.050;N/A;0412-957.29.20;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2439;ANAHIELL JOSEFINA SANOJA HERRERA;CCS;N/A;V-16.226.675;N/A;0412-3882868;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2442;DANIEL MEINHARDT;CCS;N/A;V-17.402.881;N/A;0212-9869529 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-02-10;
GN2444;LEONARDO SABATTINO;CCS;N/A;V-7.000.655;N/A;0412-3488330;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2462;REINALDO CARIMA;CCS;N/A;V-14.726.281;N/A;0416-686.97.75;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2464;ALBERTO LINARES;CCS;N/A;V-10.796.583;N/A;0212-5423314 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2465;ELIENY DEL VALLE LUNAR LUNAR;CCS;N/A;V-17.237.043;N/A;0281-3178058 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2477;FREDDY GERARDO RODRIGUEZ;CCS;N/A;V-7.989.491;N/A;0241-8911627;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2478;ANGEL DANIEL CASTILLO GARCIA;CCS;N/A;V-12.149.203;N/A;0414-802.97.02;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2482;GILBERT FLORES;CCS;N/A;V-12.097.731;N/A;0212-705.2471;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2494;JORDAN RENGIFO;CCS;N/A;V-15.378.264;N/A;0212-671.73.53 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2499;ALFREDO JIMENEZ;CCS;N/A;V-6.749.444;N/A;0212-7300854;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN25;ASTROGRAFICA GRUPO CREATIVO C.A.;CCS;N/A;J-29366088-2;N/A;0212-94335262;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2501;JOSE RICARDO HURTADO;CCS;N/A;V-12.525.013;N/A;0416-8559402;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2506;RIGOBERTO FIGUERA;CCS;N/A;V-12.640.704;N/A;0283-2350936 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2510;LAURA VILLAROEL;CCS;N/A;V-6.910.026;N/A;0412-6219235;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2512;EMMANUEL RENGIFO;CCS;N/A;V-15.128.591;N/A;0414-8459383;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2513;LUISANA BRITO AUMAITRE;CCS;N/A;V-16.216.140;N/A;0285-6321328;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2523;MARIBEL RAVELO;CCS;N/A;V-10.824.215;N/A;0212-9596889;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2524;OSWALDO ROMERO;CCS;N/A;V-12.060166;N/A;0412-9967353;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2531;DANIEL RODRIGUEZ;CCS;N/A;V-10.225.167;N/A;0414-4160261;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2538;DANAYK  GARRIDO;CCS;N/A;V-13.374.595;N/A;0412-3995283 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2539;FREDDY HERNANDEZ;CCS;N/A;V-11.982.271;N/A;0412-6167426;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN254;JUAN CARLOS MENDOZA;CCS;N/A;V-14.633.871;N/A;0281-2675530/ 0414-8026865;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2551;LUIS MARK YOSHIHIRA;CCS;N/A;V-24.224.166;N/A;0414-112.13.04;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2558;KEISA NINOSKA PEÑA;CCS;N/A;V-11.200382;N/A;0416-623.1346;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2559;LUIS MANUEL FLORES MORALES;CCS;N/A;V-10.628.634;N/A;0212-3323014/ 0412-5881846;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2560;JOSE F. PRECIADO I.;CCS;N/A;E-085.170;N/A;0412-7034564 / 5719373;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2561;RAFAEL MEDINA;CCS;N/A;V-4.597.390;N/A;0416-6142481;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2568;YGNACIO ALVAREZ ORTIZ;CCS;N/A;V-11.826.943;N/A;0416-6804715;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2570;MERCEDES ALVAREZ;CCS;N/A;V-4.888.023;N/A;0212-2842745/ 0412-5899265;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2573;DEISY YANETH GARCIA  ORDAZ;CCS;N/A;V-16.901.427;N/A;0212-9596889 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2587;JULIO MANUEL GONZALEZ;CCS;N/A;V-15.016.804;N/A;0414-6959432;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2596;JERMAIN MEJIAS;CCS;N/A;V-16.576.558;N/A;0212-6032441;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2599;DAIR MORONTA;CCS;N/A;V-12.187.077;N/A;0285-6516855/ 0416-6876435;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2601;SAMUEL MEDINA;CCS;N/A;V-13.672.939;N/A;0412-5908813;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2603;ALICIA MEZA;CCS;N/A;V-10.377.274;N/A;0212-9579807 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2604;GEOVANNI PEÑALOSA;CCS;N/A;V-4.848.788;N/A;0212-4614710/ 0416-2167189;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2607;DANIEL GUSTAVO GONZALEZ  RODRIGUEZ;CCS;N/A;V-17.758.552;N/A;0424-1203496;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2608;YUHERLYN C. LAMAS SEQUERA;CCS;N/A;V-10.530.350;N/A;0416-346161;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2609;TOMAS ROJAS;CCS;N/A;V-14.229.771;N/A;0416-6550422;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2614;JESUS CANTOR;CCS;N/A;V-11.496.722;N/A;0412-4067363;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2626;RUBEN GUEVARA;CCS;N/A;V-13.694.186;N/A;0416-6140147;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2631;LUIS ANTONIO RODRIGUEZ;CCS;N/A;V-5.940.460;N/A;0416-6550646;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2640;JOSE GARCIA FRIDE;CCS;N/A;V-81676.159;N/A;0212-2427687/ 0414-2511590;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2641;ROSA LOPEZ;CCS;N/A;V-9.831.846;N/A;0414-4282314;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2644;CESAR ALEXANDER GUTIERREZ ZABALA;CCS;N/A;V-11.516.957;N/A;0212-2866007679/;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2647;NEPTALI MELENDEZ;CCS;N/A;V-7.338.853;N/A;0414-5162671;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2650;MARIA LEAL;CCS;N/A;V-15.588.161;N/A;0416-7283983;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2651;XIOHANNY C. LUNA DIAZ;CCS;N/A;V-15.342.787;N/A;0412-2136737;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2653;KELVIS GARCIA;CCS;N/A;V-17.632047;N/A;0286-9510970;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2657;JOSE LUIS PADILLA;CCS;N/A;V-13.614.817;N/A;0212-5742139/ 0412-7127338;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-05-06;
GN2661;JOSE ANTONIO BARRANCO KILCI;CCS;N/A;V-16.526.027;N/A;0212-4620138;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2662;PATRICIA GONZALES;CCS;N/A;V-10.485.413;N/A;0212-3216998 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2664;RONMY PEREZ;CCS;N/A;V-12.418.470;N/A;0212-2800289/ 0414-1356810;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2666;CHRISTIAN JACKSON;CCS;N/A;V-10.487.268;N/A;0416-8022189;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2669;DAVID ROMERO;CCS;N/A;V-18.009.153;N/A;0212-5716005;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2677;YULIMAR GONZALEZ;CCS;N/A;V-14.775.501;N/A;0212-8383530;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2689;GREGORY JAVIER PLAZA CARRERO;CCS;N/A;V-11.604.874;N/A;0424-1784007;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2695;LEANDRO RAFAEL VASQUEZ PATIÑO;CCS;N/A;V-16.164.471;N/A;0414-8136319;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2701;IBELISE NUÑEZ MUJICA;CCS;N/A;V-18.994.604;N/A;0212-7819637;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2702;JOSE ANGEL LOPEZ;CCS;N/A;V.16-480.338;N/A;0424-8266038;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2704;KAREN GUERRERO;CCS;N/A;V-15.698.676;N/A;0412-9355148;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2711;GABRIELA JOA;CCS;N/A;V-16.670.804;N/A;0212-5515507;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2714;JOSE G. PESTANA;CCS;N/A;V-13.532.084;N/A;0412-2351693;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2716;ANDRES PUCHE;CCS;N/A;V-17.066.189;N/A;0412-5018760;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2720;CESAR RODRIGUEZ;CCS;N/A;V-14.880.064;N/A;0414-5166332;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2736;ANTONIO  MARLON GONCALVES;CCS;N/A;V-6.347.342;N/A;0212-3616584;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2748;MIGUEL MORILLO;CCS;N/A;V-10.383.196;N/A;0414-2433285;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2750;GILBERTO VALLENILLA;CCS;N/A;V-3.816.525;N/A;0243-2345914;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2764;JORGE ELIECER MACIAS LISCANO;CCS;N/A;V-11.599.324;N/A;424,11;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2814;ANTONIO GARCIA;CCS;N/A;V-8.377.417;N/A;0416-6524370;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2858;YUKTESWAR LA ROCHE;CCS;N/A;V-16.576.646;N/A;0412-2290032;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2891;FELIX GONZALEZ;CCS;N/A;V-17.301.043;N/A;0416-7108742;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2921;MELISA  DUBRASKA GARCIA AVILA;CCS;N/A;V-16.922.608;N/A;0212-3724633/ 0416-9434641;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2923;PAOLA CORTEZ;CCS;N/A;V-23.709.015;N/A;0412-5820441;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2926;DANIEL MAYORGA;CCS;N/A;V-3.981.024;N/A;0416-4409054;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;2016-06-02;
GN2942;MARIA VILLAR G.;CCS;N/A;V-6.086.935;N/A;0212-9620483 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2944;RONALD  JAVIER UZCATEGUI;CCS;N/A;V-12.779.460;N/A;0414-1400020 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2946;ALEXANDRA MORENO;CCS;N/A;V-81.851.867;N/A;0212-9637853;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2947;MARIA YASMIN MARQUEZ PEÑA;CCS;N/A;V-11.359.760;N/A;0414-4172446;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2952;JENNY FERNANDES PONTE;CCS;N/A;V-13.233.114;N/A;0212-3722051 /;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2953;DANIELA CHAME FERREIRA;CCS;N/A;V-19.162.475;N/A;0212-7300416;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2954;HENDRY FERREIRA CHAME;CCS;N/A;V-82.063.290;N/A;0212-7300416;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2963;IMAGEN EXTREMA PLUS, C.A;CCS;N/A;J-31234346-0;N/A;0212-3340823;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2972;MAYARI COROMOTO MENDEZ SANTOS;CCS;N/A;V-13.580.185;N/A;0212-2767477/ 0414-2646200;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN298;JULIO CESAR HERNANDEZ;CCS;N/A;V-11.232.349;N/A;0212-9877503/ 0416-2162528;N/A;ACTIVO;n/a;TARIFA NAC2012;CREDITO;;
GN2981;FRANCELINA ALVES FERNANDEZ;CCS;N/A;V-5.828.838;N/A;0416-6110097;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN2983;ALEXANDER MEDINA;CCS;N/A;V-14.687.172;N/A;0212-3446724/ 0412-7132183;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN3023;GRAGORIA COROMOTO ASUAJE DE REYES;CCS;N/A;V-6.387.657;N/A;0212-2355483/ 0416-9339826;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
GN3058;RICARDO  JOSE MORENO BASTIDAS;CCS;N/A;V-10.694.000;N/A;0212-3618807/ 0414-2591463;N/A;ACTIVO;N/A;TARIFA NAC2012;CREDITO;;
